,Id,SalePrice
318,1779,233422.08
319,1780,277855.32
320,1781,231684.82
321,1782,185183.63
322,1783,255321.47
323,1784,212030.97
324,1785,260983.96
325,1786,238550.5
326,1787,265459.62
327,1788,155566.88
328,1789,222572.92
329,1790,183504.52
330,1791,307536.37
331,1792,262712.89
332,1793,237774.41
333,1794,279980.09
334,1795,226787.79
335,1796,234842.92
336,1797,223732.16
337,1798,241685.09
338,1799,215035.25
339,1800,243381.62
340,1801,228244.74
341,1802,228673.01
342,1803,267238.93
343,1804,240721.6
344,1805,242981.19
345,1806,236875.85
346,1807,278057.77
347,1808,247118.92
348,1809,248123.97
349,1810,254383.04
350,1811,193733.15
351,1812,217443.4
352,1813,240736.94
353,1814,207074.84
354,1815,163890.12
355,1816,219943.69
356,1817,231864.63
357,1818,298340.57
358,1819,254008.04
359,1820,149904.04
360,1821,210663.17
361,1822,262252.09
362,1823,140129.75
363,1824,254821.83
364,1825,255151.93
365,1826,219155.93
366,1827,222398.69
367,1828,257097.68
368,1829,258112.36
369,1830,266680.14
370,1831,275368.62
371,1832,209020.7
372,1833,262338.33
373,1834,224191.52
374,1835,227437.65
375,1836,226879.93
376,1837,197576.7
377,1838,223820.34
378,1839,202661.99
379,1840,280854.68
380,1841,256601.66
381,1842,196802.25
382,1843,250819.75
383,1844,261253.46
384,1845,261568.0
385,1846,255198.92
386,1847,290116.2
387,1848,150833.21
388,1849,227257.77
389,1850,213709.56
390,1851,252164.24
391,1852,220899.61
392,1853,227967.89
393,1854,263867.65
394,1855,258365.33
395,1856,328906.5
396,1857,241046.44
397,1858,249113.47
398,1859,239487.88
399,1860,243965.31
400,1861,243195.26
401,1862,412313.52
402,1863,397080.92
403,1864,397130.4
404,1865,465494.31
405,1866,458325.16
406,1867,320208.1
407,1868,389837.64
408,1869,314013.05
409,1870,318238.79
410,1871,371274.49
411,1872,297391.92
412,1873,350972.44
413,1874,254303.16
414,1875,293384.12
415,1876,307453.76
416,1877,306910.61
417,1878,306279.87
418,1879,251820.36
419,1880,247515.26
420,1881,335436.44
421,1882,347135.76
422,1883,296364.43
423,1884,303738.69
424,1885,337050.46
425,1886,398994.55
426,1887,320245.02
427,1888,351271.25
428,1889,291070.12
429,1890,215622.2
430,1891,241224.46
431,1892,191002.65
432,1893,234251.44
433,1894,225045.14
434,1895,240408.44
435,1896,227822.25
436,1897,231612.68
437,1898,216381.5
438,1899,274389.31
439,1900,266571.38
440,1901,288439.06
441,1902,264466.51
442,1903,344753.89
443,1904,286237.14
444,1905,311990.89
445,1906,295563.65
446,1907,330093.67
447,1908,218625.87
448,1909,245285.65
449,1910,236391.97
450,1911,338231.9
451,1912,436362.69
452,1913,276040.73
453,1914,165876.94
454,1915,437218.16
455,1916,173237.44
456,1917,331853.91
457,1918,237826.82
458,1919,275266.98
459,1920,270866.13
460,1921,487289.83
461,1922,450901.25
462,1923,348034.51
463,1924,331429.88
464,1925,322452.23
465,1926,474413.41
466,1927,233567.38
467,1928,267046.29
468,1929,227314.24
469,1930,222986.57
470,1931,236095.07
471,1932,240058.93
472,1933,290498.4
473,1934,288497.55
474,1935,280440.74
475,1936,316351.75
476,1937,292396.18
477,1938,286596.22
478,1939,379038.22
479,1940,320646.05
480,1941,289115.66
481,1942,278289.33
482,1943,357178.02
483,1944,502092.51
484,1945,528424.62
485,1946,264696.17
486,1947,450981.58
487,1948,314624.43
488,1949,351771.49
489,1950,294954.6
490,1951,350967.96
491,1952,300747.32
492,1953,283105.34
493,1954,299208.07
494,1955,244147.5
495,1956,365804.32
496,1957,265236.5
497,1958,351439.44
498,1959,253860.55
499,1960,205228.84
500,1961,219853.72
501,1962,207780.18
502,1963,216130.44
503,1964,223732.08
504,1965,246758.52
505,1966,243668.73
506,1967,405666.22
507,1968,518722.98
508,1969,505712.14
509,1970,520321.74
510,1971,537253.26
511,1972,485239.11
512,1973,402403.24
513,1974,453360.49
514,1975,555023.57
515,1976,387245.52
516,1977,477392.79
517,1978,464828.58
518,1979,431671.93
519,1980,315762.87
520,1981,460595.83
521,1982,327054.72
522,1983,314380.39
523,1984,303270.89
524,1985,327066.01
525,1986,308720.14
526,1987,309030.74
527,1988,287558.45
528,1989,301575.94
529,1990,316016.59
530,1991,340093.48
531,1992,328834.9
532,1993,269237.19
533,1994,323054.26
534,1995,298556.38
535,1996,417380.78
536,1997,465479.16
537,1998,426275.84
538,1999,457826.47
539,2000,448572.64
540,2001,411313.47
541,2002,367615.15
542,2003,363096.31
543,2004,380585.69
544,2005,349563.78
545,2006,323920.79
546,2007,351094.78
547,2008,324466.28
548,2009,309007.94
549,2010,301529.98
550,2011,226447.18
551,2012,287330.6
552,2013,279228.6
553,2014,291986.28
554,2015,318098.26
555,2016,301513.95
556,2017,302407.8
557,2018,202805.2
558,2019,235823.91
559,2020,183734.17
560,2021,213273.94
561,2022,306564.77
562,2023,243402.8
563,2024,405672.5
564,2025,471383.35
565,2026,282506.47
566,2027,270478.84
567,2028,269972.89
568,2029,281747.39
569,2030,362049.88
570,2031,343227.16
571,2032,373460.68
572,2033,358641.07
573,2034,277777.03
574,2035,343775.51
575,2036,310753.36
576,2037,313433.93
577,2038,421546.1
578,2039,331502.84
579,2040,419629.35
580,2041,415152.05
581,2042,324981.1
582,2043,280106.07
583,2044,283626.53
584,2045,320743.08
585,2046,236374.65
586,2047,243895.51
587,2048,235787.52
588,2049,254866.4
589,2050,277112.52
590,2051,218639.64
591,2052,228735.71
592,2053,246873.71
593,2054,193738.98
594,2055,265145.83
595,2056,255743.39
596,2057,197467.03
597,2058,323220.35
598,2059,232794.53
599,2060,281826.49
600,2061,266165.45
601,2062,227371.95
602,2063,209129.63
603,2064,240730.54
604,2065,227814.12
605,2066,284806.11
606,2067,233221.49
607,2068,255002.33
608,2069,198493.89
609,2070,219429.31
610,2071,201347.09
611,2072,256752.18
612,2073,231146.43
613,2074,263459.08
614,2075,263975.46
615,2076,233745.66
616,2077,265488.1
617,2078,240373.64
618,2079,237213.93
619,2080,214580.88
620,2081,224528.88
621,2082,254366.65
622,2083,258316.11
623,2084,211556.03
624,2085,204365.87
625,2086,247936.65
626,2087,235677.83
627,2088,204389.93
628,2089,183679.15
629,2090,231599.61
630,2091,217617.26
631,2092,254816.84
632,2093,252520.85
633,2094,226577.78
634,2095,247991.58
635,2096,196223.78
636,2097,213295.86
637,2098,256990.68
638,2099,158177.06
639,2100,187081.23
640,2101,217689.03
641,2102,238850.15
642,2103,211681.73
643,2104,245217.6
644,2105,245840.71
645,2106,150782.0
646,2107,326156.37
647,2108,229584.41
648,2109,222766.08
649,2110,245473.72
650,2111,277871.62
651,2112,261993.88
652,2113,229814.26
653,2114,235403.37
654,2115,271442.55
655,2116,234373.35
656,2117,261150.07
657,2118,242873.37
658,2119,229898.42
659,2120,221639.81
660,2121,212121.18
661,2122,232573.98
662,2123,209596.96
663,2124,289602.14
664,2125,245510.26
665,2126,269418.32
666,2127,288286.39
667,2128,242624.5
668,2129,206536.29
669,2130,253223.65
670,2131,257791.57
671,2132,243064.25
672,2133,242689.17
673,2134,248790.87
674,2135,221842.39
675,2136,170280.88
676,2137,218574.43
677,2138,245853.43
678,2139,251134.5
679,2140,251188.71
680,2141,286387.37
681,2142,239343.39
682,2143,256264.76
683,2144,217604.5
684,2145,246686.63
685,2146,303277.44
686,2147,237138.41
687,2148,247744.32
688,2149,249757.28
689,2150,369568.66
690,2151,230861.92
691,2152,282202.02
692,2153,263357.23
693,2154,210069.12
694,2155,248528.54
695,2156,349769.42
696,2157,330803.57
697,2158,348383.63
698,2159,324203.16
699,2160,306096.27
700,2161,328571.26
701,2162,467156.66
702,2163,447265.7
703,2164,340420.51
704,2165,319756.38
705,2166,265281.82
706,2167,329110.2
707,2168,286056.83
708,2169,300408.81
709,2170,315641.03
710,2171,262818.14
711,2172,251301.92
712,2173,282390.12
713,2174,329141.94
714,2175,378956.24
715,2176,416870.87
716,2177,356164.73
717,2178,319769.66
718,2179,237535.26
719,2180,349954.54
720,2181,295259.56
721,2182,315513.57
722,2183,298094.59
723,2184,223089.32
724,2185,241868.96
725,2186,251266.93
726,2187,256765.29
727,2188,262373.31
728,2189,463107.52
729,2190,176336.38
730,2191,181106.27
731,2192,172625.91
732,2193,242536.0
733,2194,221066.71
734,2195,200138.57
735,2196,232975.15
736,2197,212552.31
737,2198,280385.02
738,2199,302578.65
739,2200,270473.06
740,2201,269505.64
741,2202,310875.86
742,2203,258482.08
743,2204,285332.72
744,2205,230205.63
745,2206,242088.17
746,2207,327961.78
747,2208,381889.29
748,2209,385782.95
749,2210,235484.19
750,2211,234223.01
751,2212,230045.53
752,2213,225075.86
753,2214,241928.82
754,2215,214330.7
755,2216,264303.22
756,2217,188939.82
757,2218,177474.95
758,2219,163367.69
759,2220,170773.37
760,2221,437490.36
761,2222,402964.13
762,2223,399154.11
763,2224,317429.77
764,2225,240857.71
765,2226,288099.24
766,2227,304194.63
767,2228,392611.03
768,2229,348232.84
769,2230,273172.61
770,2231,316244.91
771,2232,298602.67
772,2233,299454.76
773,2234,358633.61
774,2235,343506.69
775,2236,350406.74
776,2237,411918.19
777,2238,323342.53
778,2239,202816.04
779,2240,263207.47
780,2241,235036.98
781,2242,235650.13
782,2243,240379.23
783,2244,223274.42
784,2245,237795.08
785,2246,248332.62
786,2247,244656.73
787,2248,222742.28
788,2249,222068.17
789,2250,236224.2
790,2251,260902.62
791,2252,297538.5
792,2253,275529.86
793,2254,291307.15
794,2255,299358.94
795,2256,276402.66
796,2257,309821.99
797,2258,262422.36
798,2259,293124.32
799,2260,273518.08
800,2261,342249.83
801,2262,350047.12
802,2263,506658.87
803,2264,572978.51
804,2265,290420.67
805,2266,445290.06
806,2267,489831.26
807,2268,548225.83
808,2269,265826.71
809,2270,289298.55
810,2271,312861.73
811,2272,310470.37
812,2273,253802.72
813,2274,280243.4
814,2275,259370.88
815,2276,279057.67
816,2277,285957.08
817,2278,252013.81
818,2279,230988.72
819,2280,210260.48
820,2281,261810.33
821,2282,271103.64
822,2283,223512.11
823,2284,243655.78
824,2285,249538.61
825,2286,221053.15
826,2287,490052.45
827,2288,403870.48
828,2289,450988.65
829,2290,539566.73
830,2291,472623.37
831,2292,525791.77
832,2293,552746.64
833,2294,511236.18
834,2295,558182.47
835,2296,384161.0
836,2297,497668.04
837,2298,479195.29
838,2299,463928.36
839,2300,431549.05
840,2301,446506.91
841,2302,365239.03
842,2303,350501.09
843,2304,372646.15
844,2305,314454.84
845,2306,305479.69
846,2307,317105.36
847,2308,326115.5
848,2309,420018.25
849,2310,323710.08
850,2311,320871.5
851,2312,294853.08
852,2313,269360.59
853,2314,277938.99
854,2315,292162.46
855,2316,315891.42
856,2317,298350.03
857,2318,281841.56
858,2319,284614.88
859,2320,283582.03
860,2321,341910.59
861,2322,297193.4
862,2323,305770.81
863,2324,301775.54
864,2325,316582.44
865,2326,291709.67
866,2327,304546.48
867,2328,321478.53
868,2329,300677.55
869,2330,287268.64
870,2331,452112.35
871,2332,510114.33
872,2333,435763.96
873,2334,402347.27
874,2335,429956.3
875,2336,427177.82
876,2337,307639.05
877,2338,352403.54
878,2339,338464.45
879,2340,496234.78
880,2341,332939.96
881,2342,340941.42
882,2343,336924.93
883,2344,335620.3
884,2345,346014.45
885,2346,322404.65
886,2347,313571.21
887,2348,354553.09
888,2349,321848.16
889,2350,440336.35
890,2351,392715.34
891,2352,347553.34
892,2353,362257.72
893,2354,254800.06
894,2355,247463.72
895,2356,238317.5
896,2357,293734.81
897,2358,295470.65
898,2359,234715.12
899,2360,221141.19
900,2361,259483.19
901,2362,359024.61
902,2363,251126.11
903,2364,270842.98
904,2365,313547.07
905,2366,290691.48
906,2367,309122.38
907,2368,339699.47
908,2369,317328.73
909,2370,288187.64
910,2371,266107.01
911,2372,292551.47
912,2373,391833.55
913,2374,420954.91
914,2375,331011.79
915,2376,393443.69
916,2377,433061.23
917,2378,244372.94
918,2379,314612.03
919,2380,232291.77
920,2381,262052.69
921,2382,305553.62
922,2383,294926.97
923,2384,332100.46
924,2385,270908.98
925,2386,232750.0
926,2387,230052.09
927,2388,226216.27
928,2389,223207.49
929,2390,263937.95
930,2391,237188.45
931,2392,219267.35
932,2393,270165.02
933,2394,256284.42
934,2395,304717.79
935,2396,247712.55
936,2397,320237.94
937,2398,223291.87
938,2399,173535.36
939,2400,170552.84
940,2401,228905.98
941,2402,236032.85
942,2403,249003.8
943,2404,258161.39
944,2405,255670.54
945,2406,237443.42
946,2407,229923.28
947,2408,240173.33
948,2409,223784.42
949,2410,283151.54
950,2411,220118.19
951,2412,265445.29
952,2413,226471.56
953,2414,282034.19
954,2415,235393.06
955,2416,235682.16
956,2417,235663.84
957,2418,230501.69
958,2419,224845.71
959,2420,227401.21
960,2421,233703.53
961,2422,221052.51
962,2423,234459.87
963,2424,245469.93
964,2425,337970.24
965,2426,266388.51
966,2427,251745.44
967,2428,275369.76
968,2429,214003.91
969,2430,238598.72
970,2431,206228.85
971,2432,261093.04
972,2433,256351.7
973,2434,260231.09
974,2435,276122.11
975,2436,233302.27
976,2437,188640.71
977,2438,224540.42
978,2439,219600.58
979,2440,239400.09
980,2441,203430.4
981,2442,204930.86
982,2443,249234.81
983,2444,247118.49
984,2445,193454.18
985,2446,256338.5
986,2447,308499.22
987,2448,262033.59
988,2449,214576.2
989,2450,274743.58
990,2451,230476.64
991,2452,319329.21
992,2453,208159.45
993,2454,248445.97
994,2455,236851.7
995,2456,249266.86
996,2457,246236.57
997,2458,257805.92
998,2459,226871.56
999,2460,262665.04
1000,2461,251397.47
1001,2462,240349.24
1002,2463,246933.28
1003,2464,297405.19
1004,2465,266070.54
1005,2466,230051.74
1006,2467,246141.47
1007,2468,209209.78
1008,2469,195140.06
1009,2470,321725.76
1010,2471,312220.78
1011,2472,288364.33
1012,2473,224843.79
1013,2474,183672.49
1014,2475,316144.15
1015,2476,199600.79
1016,2477,221966.81
1017,2478,254640.01
1018,2479,212681.25
1019,2480,281671.52
1020,2481,241737.54
1021,2482,214369.12
1022,2483,218390.87
1023,2484,234408.61
1024,2485,226333.62
1025,2486,266782.02
1026,2487,303472.57
1027,2488,271023.53
1028,2489,260753.09
1029,2490,255695.6
1030,2491,203046.24
1031,2492,286117.74
1032,2493,272881.01
1033,2494,265027.98
1034,2495,187831.95
1035,2496,324780.07
1036,2497,250650.8
1037,2498,215273.46
1038,2499,197064.22
1039,2500,215742.95
1040,2501,239060.74
1041,2502,258135.47
1042,2503,204081.44
1043,2504,290354.4
1044,2505,321890.47
1045,2506,343945.55
1046,2507,372295.6
1047,2508,345358.95
1048,2509,319345.34
1049,2510,309465.96
1050,2511,285559.3
1051,2512,329568.27
1052,2513,316282.71
1053,2514,419203.83
1054,2515,265042.43
1055,2516,289307.87
1056,2517,252420.73
1057,2518,259541.45
1058,2519,354811.06
1059,2520,327801.74
1060,2521,298971.94
1061,2522,320977.02
1062,2523,241561.36
1063,2524,249415.42
1064,2525,259775.0
1065,2526,259108.55
1066,2527,245265.19
1067,2528,236497.65
1068,2529,264788.1
1069,2530,228825.7
1070,2531,360296.49
1071,2532,326732.08
1072,2533,296893.75
1073,2534,348310.3
1074,2535,368119.12
1075,2536,334741.04
1076,2537,354213.55
1077,2538,301310.75
1078,2539,290386.67
1079,2540,294963.99
1080,2541,296191.2
1081,2542,281253.76
1082,2543,231361.29
1083,2544,213638.71
1084,2545,249157.4
1085,2546,220176.86
1086,2547,247605.54
1087,2548,290734.52
1088,2549,274363.62
1089,2550,752075.96
1090,2551,240306.88
1091,2552,223070.14
1092,2553,160580.98
1093,2554,203543.93
1094,2555,217615.89
1095,2556,187965.25
1096,2557,207661.88
1097,2558,282058.39
1098,2559,256593.1
1099,2560,288188.23
1100,2561,267037.84
1101,2562,270850.67
1102,2563,269516.55
1103,2564,306303.55
1104,2565,265613.31
1105,2566,271610.43
1106,2567,240653.34
1107,2568,347825.0
1108,2569,352017.59
1109,2570,228954.96
1110,2571,313729.64
1111,2572,278110.01
1112,2573,351929.73
1113,2574,394265.98
1114,2575,246667.33
1115,2576,237450.92
1116,2577,260128.01
1117,2578,190948.04
1118,2579,155593.12
1119,2580,191910.52
1120,2581,228221.88
1121,2582,214694.02
1122,2583,376862.69
1123,2584,301939.51
1124,2585,282228.55
1125,2586,311095.65
1126,2587,312853.12
1127,2588,231522.08
1128,2589,249168.93
1129,2590,307158.95
1130,2591,352002.64
1131,2592,318038.11
1132,2593,385237.22
1133,2594,298388.54
1134,2595,318772.98
1135,2596,378629.05
1136,2597,316568.87
1137,2598,398937.71
1138,2599,473436.38
1139,2600,282921.91
1140,2601,239774.09
1141,2602,185177.55
1142,2603,203615.05
1143,2604,189021.41
1144,2605,185934.82
1145,2606,230693.71
1146,2607,317244.23
1147,2608,307582.73
1148,2609,256110.42
1149,2610,216766.61
1150,2611,250690.67
1151,2612,258055.16
1152,2613,230402.94
1153,2614,221495.79
1154,2615,255771.36
1155,2616,249937.25
1156,2617,301116.72
1157,2618,390027.84
1158,2619,326264.95
1159,2620,287758.14
1160,2621,289927.14
1161,2622,296916.68
1162,2623,328408.31
1163,2624,381228.78
1164,2625,394905.89
1165,2626,274797.44
1166,2627,306995.38
1167,2628,592367.1
1168,2629,608662.72
1169,2630,507159.69
1170,2631,571614.37
1171,2632,533105.6
1172,2633,433313.33
1173,2634,540939.8
1174,2635,251099.24
1175,2636,271580.03
1176,2637,302312.07
1177,2638,367445.57
1178,2639,296943.64
1179,2640,254986.26
1180,2641,202503.48
1181,2642,263283.59
1182,2643,223747.5
1183,2644,223699.92
1184,2645,222273.89
1185,2646,207477.33
1186,2647,210822.5
1187,2648,238433.71
1188,2649,262430.77
1189,2650,236131.84
1190,2651,250004.75
1191,2652,504797.01
1192,2653,366413.08
1193,2654,387464.86
1194,2655,505825.36
1195,2656,450752.46
1196,2657,482623.62
1197,2658,447398.69
1198,2659,458360.47
1199,2660,482762.65
1200,2661,472644.41
1201,2662,502792.85
1202,2663,396997.06
1203,2664,410342.32
1204,2665,450178.66
1205,2666,405366.21
1206,2667,287563.68
1207,2668,290931.57
1208,2669,291995.21
1209,2670,369556.79
1210,2671,299371.27
1211,2672,296603.8
1212,2673,292178.2
1213,2674,298104.42
1214,2675,292283.0
1215,2676,299277.48
1216,2677,310968.41
1217,2678,340983.69
1218,2679,398755.22
1219,2680,422457.95
1220,2681,526290.93
1221,2682,425641.92
1222,2683,585582.55
1223,2684,448337.51
1224,2685,433788.94
1225,2686,354222.93
1226,2687,417559.72
1227,2688,320738.11
1228,2689,318107.59
1229,2690,504245.16
1230,2691,308415.64
1231,2692,249479.03
1232,2693,305978.95
1233,2694,236854.33
1234,2695,300609.16
1235,2696,288774.46
1236,2697,290722.66
1237,2698,300143.49
1238,2699,273124.44
1239,2700,254339.86
1240,2701,242560.61
1241,2702,196700.29
1242,2703,240633.14
1243,2704,247127.87
1244,2705,224869.82
1245,2706,188743.54
1246,2707,213596.87
1247,2708,254698.1
1248,2709,224834.16
1249,2710,246334.28
1250,2711,271361.69
1251,2712,517398.42
1252,2713,275128.65
1253,2714,258442.09
1254,2715,275694.74
1255,2716,250006.9
1256,2717,304339.53
1257,2718,320900.4
1258,2719,237355.09
1259,2720,272920.12
1260,2721,231583.17
1261,2722,257927.02
1262,2723,244739.9
1263,2724,241681.73
1264,2725,230096.6
1265,2726,243753.15
1266,2727,278881.57
1267,2728,287443.85
1268,2729,253564.91
1269,2730,247462.89
1270,2731,227447.76
1271,2732,249388.79
1272,2733,267347.19
1273,2734,231315.14
1274,2735,237407.91
1275,2736,242036.43
1276,2737,221422.77
1277,2738,238621.21
1278,2739,263123.98
1279,2740,247233.43
1280,2741,255615.61
1281,2742,264571.3
1282,2743,249021.56
1283,2744,259674.55
1284,2745,250239.51
1285,2746,233332.6
1286,2747,264374.18
1287,2748,216435.96
1288,2749,230757.56
1289,2750,241502.93
1290,2751,227419.54
1291,2752,325473.14
1292,2753,246993.08
1293,2754,336534.53
1294,2755,241420.69
1295,2756,201534.35
1296,2757,164555.76
1297,2758,193900.83
1298,2759,278142.84
1299,2760,235916.75
1300,2761,241465.65
1301,2762,240542.21
1302,2763,277340.31
1303,2764,254535.96
1304,2765,399268.27
1305,2766,221018.36
1306,2767,207251.9
1307,2768,244069.97
1308,2769,244146.78
1309,2770,245759.13
1310,2771,202849.76
1311,2772,195689.26
1312,2773,271430.05
1313,2774,252049.67
1314,2775,238760.5
1315,2776,258268.59
1316,2777,260936.66
1317,2778,227466.41
1318,2779,231419.59
1319,2780,220772.46
1320,2781,210492.5
1321,2782,201196.0
1322,2783,211801.63
1323,2784,229322.68
1324,2785,245475.97
1325,2786,165040.97
1326,2787,234705.74
1327,2788,177123.45
1328,2789,278599.18
1329,2790,220168.24
1330,2791,228589.39
1331,2792,150626.65
1332,2793,284601.95
1333,2794,207283.37
1334,2795,239275.84
1335,2796,205651.53
1336,2797,351732.67
1337,2798,232663.64
1338,2799,225231.82
1339,2800,183955.42
1340,2801,223698.98
1341,2802,233925.48
1342,2803,281908.59
1343,2804,257848.03
1344,2805,223285.19
1345,2806,183639.27
1346,2807,273830.77
1347,2808,264463.95
1348,2809,235918.18
1349,2810,243391.33
1350,2811,278317.91
1351,2812,285652.48
1352,2813,264435.5
1353,2814,259460.16
1354,2815,216508.26
1355,2816,318006.86
1356,2817,252243.93
1357,2818,232639.39
1358,2819,283201.27
1359,2820,239990.85
1360,2821,226106.69
